Process,P0,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,P11,P12,P13,P14,P15,P16,P17,P18,P19,P20,P21,P22,P23,P24,P25,P26,P27,P28,P29,P30,P31,P32,P33,P34,P35,P36,P37,P38,P39,P40,P41,P42,P43,P44,P45,P46,P47,P48,P49,P50,P51,P52,P53,P54,P55,P56,P57,P58,P59,P60,P61,P62,P63,num_total,num_local,num_remote,L
P38,1,1,0,1,0,0,1,5,2,4,0,0,5,6,0,1,4,4,0,0,1,0,0,5,0,6,1,4,0,6,8,5,1,1,0,1,1,3,0,0,2,1,1,0,0,1,5,1,6,0,4,3,0,0,2,3,1,3,1,0,2,0,0,5,119,0,119,26791.868215086604
P39,1,0,0,0,2,1,0,0,1,0,2,2,0,0,0,1,0,4,0,0,0,1,0,0,1,2,1,0,0,2,0,0,1,2,3,2,0,4,6,2,0,0,6,4,0,1,4,0,2,0,0,0,1,1,2,1,1,0,0,1,5,0,1,5,76,2,74,26787.638124944202
P40,0,3,2,2,0,4,1,7,0,5,4,0,0,0,4,0,1,1,0,0,4,0,6,0,2,2,3,0,3,3,3,1,0,2,1,0,4,2,0,0,4,0,0,0,3,0,1,4,8,8,0,1,11,1,5,0,0,0,0,5,2,0,1,0,124,4,120,26787.1446838414
P41,4,5,1,2,0,3,1,1,0,0,0,2,4,0,1,0,3,0,2,1,0,1,4,6,0,1,0,1,4,4,1,0,0,1,0,13,1,0,3,1,0,5,0,4,1,1,1,2,0,0,4,1,0,0,0,0,3,1,1,6,2,0,0,1,104,5,99,26790.8561243998
P42,1,0,2,0,0,0,5,4,2,1,0,0,0,5,0,0,4,5,0,3,5,0,0,0,0,4,0,0,1,6,4,4,6,0,5,2,0,0,6,0,1,1,1,0,0,0,0,6,3,0,0,0,0,5,1,0,0,1,4,4,0,0,4,0,106,1,105,26790.495190621197
P43,1,1,2,2,5,1,0,0,0,2,4,1,3,1,2,1,1,1,1,0,0,4,0,2,0,3,0,4,2,1,0,0,0,0,2,2,6,1,0,0,0,0,13,0,1,2,1,0,3,0,0,0,0,1,6,4,4,0,4,0,0,0,1,2,98,0,98,26788.7095170044
P44,3,0,0,2,0,1,1,2,4,0,4,0,0,1,4,3,1,0,5,2,1,0,6,1,0,0,3,0,2,0,0,0,1,1,0,3,1,0,6,4,0,1,0,0,1,0,3,0,9,6,0,0,1,1,1,1,0,2,0,3,0,6,0,2,99,1,98,26788.6118898424
P45,0,0,2,1,7,4,5,0,1,0,1,10,4,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,4,0,2,0,0,0,1,0,5,2,2,0,1,0,1,2,1,5,0,0,0,1,1,1,0,0,1,0,0,1,4,1,5,3,84,2,82,26787.635218618
P46,4,0,3,0,2,0,0,5,0,6,1,1,4,0,0,3,6,1,4,4,1,6,3,1,1,5,0,0,0,2,0,3,2,2,0,2,2,0,3,4,1,1,1,3,1,0,0,0,0,1,1,1,1,0,0,0,0,1,2,1,6,1,3,1,107,0,107,26787.550628663004
P47,0,4,3,1,0,0,7,0,1,4,0,2,1,1,2,1,0,9,2,0,3,3,0,3,1,0,1,0,0,0,4,1,1,0,0,1,1,0,4,5,1,2,1,0,0,0,2,4,0,3,4,0,5,6,2,2,1,2,2,4,0,0,1,0,108,4,104,26787.1986489302
P48,0,1,0,1,2,1,0,0,4,5,3,2,6,0,9,2,4,0,1,1,2,0,0,0,0,0,0,0,5,8,3,3,1,2,0,0,0,0,4,0,1,1,1,0,0,7,0,1,0,0,0,0,0,1,4,0,0,0,3,0,1,0,6,4,100,0,100,26786.980441090796
P49,0,0,0,0,2,2,0,0,0,0,4,1,1,1,0,1,0,0,1,1,2,2,0,0,0,0,2,0,8,3,2,1,0,4,8,0,2,0,0,0,0,1,0,0,0,2,0,0,1,0,0,1,0,2,0,4,0,0,2,2,1,0,8,1,73,0,73,26787.868298053203
P50,1,4,1,0,0,0,0,0,0,1,0,6,0,4,0,1,0,3,0,4,1,2,2,3,3,12,1,1,0,2,1,0,1,1,3,1,12,0,0,2,5,1,0,3,2,0,1,0,2,0,0,0,0,5,4,3,0,0,1,0,1,3,4,2,110,0,110,26788.454950807798
P51,0,3,1,7,2,1,2,1,0,1,1,1,0,4,1,1,0,4,0,7,4,2,0,1,0,0,0,0,3,3,5,1,0,0,3,0,5,0,0,9,1,0,1,0,2,0,0,2,2,5,4,4,1,2,2,6,0,2,1,5,0,0,2,0,115,4,111,26788.467303753405
P52,1,2,2,0,0,4,1,6,7,1,2,1,0,5,0,2,0,1,1,5,1,0,4,1,4,1,1,0,0,0,0,4,4,0,1,0,1,4,1,1,0,0,0,2,0,0,2,3,1,0,3,0,1,0,4,0,8,1,0,2,2,0,0,1,99,1,98,26788.246819499404
P53,2,0,0,0,2,0,0,2,2,0,1,0,0,0,1,2,1,3,0,1,2,0,0,0,0,0,4,3,0,5,1,0,4,0,0,0,1,0,1,1,0,0,4,1,13,1,5,3,4,5,1,5,0,8,1,0,3,3,1,0,0,1,1,0,99,8,91,26788.247577670005
P54,4,6,5,1,0,6,0,0,0,1,4,0,2,0,0,0,1,5,7,5,1,5,4,1,0,1,1,0,0,0,0,5,0,8,1,0,2,2,2,0,0,1,1,1,0,0,1,3,4,0,2,2,12,1,1,0,5,1,1,0,0,2,0,1,119,1,118,26790.598576070803
P55,2,4,4,4,4,2,1,0,2,2,1,4,0,4,0,0,4,0,5,0,2,2,0,1,0,0,1,0,2,4,0,1,1,8,1,0,2,0,1,5,1,0,2,0,0,0,0,0,0,0,4,0,1,0,1,0,0,4,1,1,1,4,0,4,98,0,98,26791.352835657
P56,0,1,1,0,0,0,1,2,2,0,2,0,0,1,5,0,2,0,0,4,0,1,2,5,0,0,0,1,0,0,2,1,0,4,0,0,0,0,3,1,0,0,0,0,0,2,1,4,5,3,1,0,0,0,2,2,1,2,0,2,0,5,0,4,75,1,74,26789.976921082198
P57,0,0,0,0,1,6,1,4,2,0,7,3,4,0,0,2,0,1,4,0,2,0,0,4,4,0,1,2,0,2,5,1,1,0,2,4,0,0,4,0,3,0,1,0,1,0,1,0,4,1,0,0,1,0,0,1,1,0,6,0,0,2,6,0,95,0,95,26791.1498827974
P58,0,0,1,4,9,0,1,0,0,0,2,2,0,0,1,0,0,0,5,0,0,0,4,4,4,0,4,0,2,0,0,0,0,0,4,0,0,0,0,0,8,1,0,0,0,0,1,3,2,0,1,0,2,0,6,4,9,0,0,0,0,0,1,2,87,0,87,26790.542778016803
P59,4,0,1,1,4,2,1,1,0,0,1,3,3,0,4,2,0,8,2,0,1,4,0,1,0,2,4,0,5,0,0,6,0,1,1,5,0,1,1,0,5,0,0,1,2,1,1,2,0,1,0,16,1,0,0,0,6,1,0,0,4,1,0,0,111,0,111,26790.042663094202
P60,0,0,4,0,0,0,1,0,4,0,0,0,4,4,0,1,2,1,2,2,8,1,0,0,7,6,1,4,1,0,0,4,0,1,0,4,1,0,4,0,0,0,1,0,1,2,3,1,0,1,0,0,0,2,0,0,5,1,1,1,1,1,5,0,93,1,92,26787.7545561788
P61,0,2,0,2,1,1,2,0,0,1,0,0,0,1,0,0,4,4,1,2,0,0,0,0,4,0,2,4,0,0,5,4,3,4,1,0,1,2,0,1,2,0,0,2,1,4,1,1,6,1,4,0,1,4,0,5,1,4,4,0,2,0,0,0,95,0,95,26788.336431032603
P62,0,3,0,1,6,1,4,0,0,12,5,0,0,4,0,4,0,0,3,9,3,0,2,2,4,4,0,0,2,0,0,0,3,0,6,0,0,3,0,0,2,0,0,5,3,4,0,0,4,4,2,1,1,1,6,1,0,0,0,1,1,5,4,0,126,4,122,26787.017168524602
P63,0,1,4,0,4,0,4,0,1,0,3,0,0,2,5,0,1,0,7,0,1,1,1,4,0,1,0,1,0,2,1,5,0,0,0,4,2,0,4,1,0,0,0,0,0,5,0,0,8,0,5,2,3,0,0,4,0,1,5,0,1,1,0,4,99,4,95,26791.568338398996
